"StichtagDatJahr","QuarBisherSort","QuarBisherCd","QuarBisherLang","KreisBisherCd","QuarSort","QuarCd","QuarLang","KreisCd","AnzUmzuWir"
2013,52,"52","Escher Wyss","5",24,"24","Enge","2",9
2013,52,"52","Escher Wyss","5",31,"31","Alt-Wiedikon","3",12
2013,52,"52","Escher Wyss","5",33,"33","Friesenberg","3",0
2013,52,"52","Escher Wyss","5",34,"34","Sihlfeld","3",28
2013,52,"52","Escher Wyss","5",41,"41","Werd","4",10
2013,52,"52","Escher Wyss","5",42,"42","Langstrasse","4",20
2013,52,"52","Escher Wyss","5",44,"44","Hard","4",14
2013,52,"52","Escher Wyss","5",51,"51","Gewerbeschule","5",31
2013,52,"52","Escher Wyss","5",52,"52","Escher Wyss","5",81
2013,52,"52","Escher Wyss","5",61,"61","Unterstrass","6",17
2013,52,"52","Escher Wyss","5",63,"63","Oberstrass","6",15
2013,52,"52","Escher Wyss","5",71,"71","Fluntern","7",9
2013,52,"52","Escher Wyss","5",72,"72","Hottingen","7",16
2013,52,"52","Escher Wyss","5",73,"73","Hirslanden","7",5
2013,52,"52","Escher Wyss","5",74,"74","Witikon","7",2
2013,52,"52","Escher Wyss","5",81,"81","Seefeld","8",6
2013,52,"52","Escher Wyss","5",82,"82","Mühlebach","8",5
2013,52,"52","Escher Wyss","5",83,"83","Weinegg","8",8
2013,52,"52","Escher Wyss","5",91,"91","Albisrieden","9",16
2013,52,"52","Escher Wyss","5",92,"92","Altstetten","9",24
2013,52,"52","Escher Wyss","5",101,"101","Höngg","10",25
2013,52,"52","Escher Wyss","5",102,"102","Wipkingen","10",25
2013,52,"52","Escher Wyss","5",111,"111","Affoltern","11",3
2013,52,"52","Escher Wyss","5",115,"115","Oerlikon","12",4
2013,52,"52","Escher Wyss","5",119,"119","Seebach","12",14
2013,52,"52","Escher Wyss","5",121,"121","Saatlen","12",6
2013,52,"52","Escher Wyss","5",122,"122","Schwamendingen-Mitte","12",5
2013,52,"52","Escher Wyss","5",123,"123","Hirzenbach","12",5
2013,61,"61","Unterstrass","6",11,"11","Rathaus","1",26
2013,61,"61","Unterstrass","6",12,"12","Hochschulen","1",6
2013,61,"61","Unterstrass","6",13,"13","Lindenhof","1",8
2013,61,"61","Unterstrass","6",14,"14","City","1",5
2013,61,"61","Unterstrass","6",21,"21","Wollishofen","2",59
2013,61,"61","Unterstrass","6",23,"23","Leimbach","2",19
2013,61,"61","Unterstrass","6",24,"24","Enge","2",53
2013,61,"61","Unterstrass","6",31,"31","Alt-Wiedikon","3",85
2013,61,"61","Unterstrass","6",33,"33","Friesenberg","3",32
2013,61,"61","Unterstrass","6",34,"34","Sihlfeld","3",98
2013,61,"61","Unterstrass","6",41,"41","Werd","4",30
2013,61,"61","Unterstrass","6",42,"42","Langstrasse","4",71
2013,61,"61","Unterstrass","6",44,"44","Hard","4",74
2013,61,"61","Unterstrass","6",51,"51","Gewerbeschule","5",67
2013,61,"61","Unterstrass","6",52,"52","Escher Wyss","5",46
2013,61,"61","Unterstrass","6",61,"61","Unterstrass","6",837
2013,61,"61","Unterstrass","6",63,"63","Oberstrass","6",190
2013,61,"61","Unterstrass","6",71,"71","Fluntern","7",57
2013,61,"61","Unterstrass","6",72,"72","Hottingen","7",78
2013,61,"61","Unterstrass","6",73,"73","Hirslanden","7",48
2013,61,"61","Unterstrass","6",74,"74","Witikon","7",21
2013,61,"61","Unterstrass","6",81,"81","Seefeld","8",43
2013,61,"61","Unterstrass","6",82,"82","Mühlebach","8",42
2013,61,"61","Unterstrass","6",83,"83","Weinegg","8",41
2013,61,"61","Unterstrass","6",91,"91","Albisrieden","9",53
2013,61,"61","Unterstrass","6",92,"92","Altstetten","9",83
2013,61,"61","Unterstrass","6",101,"101","Höngg","10",88
2013,61,"61","Unterstrass","6",102,"102","Wipkingen","10",202
2013,61,"61","Unterstrass","6",111,"111","Affoltern","11",93
2013,61,"61","Unterstrass","6",115,"115","Oerlikon","12",206
2013,61,"61","Unterstrass","6",119,"119","Seebach","12",140
2013,61,"61","Unterstrass","6",121,"121","Saatlen","12",16
2013,61,"61","Unterstrass","6",122,"122","Schwamendingen-Mitte","12",48
2013,61,"61","Unterstrass","6",123,"123","Hirzenbach","12",53
2013,63,"63","Oberstrass","6",11,"11","Rathaus","1",22
2013,63,"63","Oberstrass","6",12,"12","Hochschulen","1",1
2013,63,"63","Oberstrass","6",13,"13","Lindenhof","1",13
2013,63,"63","Oberstrass","6",14,"14","City","1",4
2013,63,"63","Oberstrass","6",21,"21","Wollishofen","2",39
2013,63,"63","Oberstrass","6",23,"23","Leimbach","2",7
2013,63,"63","Oberstrass","6",24,"24","Enge","2",26
2013,63,"63","Oberstrass","6",31,"31","Alt-Wiedikon","3",49
2013,63,"63","Oberstrass","6",33,"33","Friesenberg","3",19
2013,63,"63","Oberstrass","6",34,"34","Sihlfeld","3",50
2013,63,"63","Oberstrass","6",41,"41","Werd","4",12
2013,63,"63","Oberstrass","6",42,"42","Langstrasse","4",37
2013,63,"63","Oberstrass","6",44,"44","Hard","4",15
2013,63,"63","Oberstrass","6",51,"51","Gewerbeschule","5",23
2013,63,"63","Oberstrass","6",52,"52","Escher Wyss","5",10
2013,63,"63","Oberstrass","6",61,"61","Unterstrass","6",130
2013,63,"63","Oberstrass","6",63,"63","Oberstrass","6",266
2013,63,"63","Oberstrass","6",71,"71","Fluntern","7",69
2013,63,"63","Oberstrass","6",72,"72","Hottingen","7",57
2013,63,"63","Oberstrass","6",73,"73","Hirslanden","7",31
2013,63,"63","Oberstrass","6",74,"74","Witikon","7",17
2013,63,"63","Oberstrass","6",81,"81","Seefeld","8",16
2013,63,"63","Oberstrass","6",82,"82","Mühlebach","8",31
2013,63,"63","Oberstrass","6",83,"83","Weinegg","8",18
2013,63,"63","Oberstrass","6",91,"91","Albisrieden","9",23
2013,63,"63","Oberstrass","6",92,"92","Altstetten","9",47
2013,63,"63","Oberstrass","6",101,"101","Höngg","10",32
2013,63,"63","Oberstrass","6",102,"102","Wipkingen","10",63
2013,63,"63","Oberstrass","6",111,"111","Affoltern","11",36
2013,63,"63","Oberstrass","6",115,"115","Oerlikon","12",81
2013,63,"63","Oberstrass","6",119,"119","Seebach","12",35
2013,63,"63","Oberstrass","6",121,"121","Saatlen","12",11
2013,63,"63","Oberstrass","6",122,"122","Schwamendingen-Mitte","12",37
2013,63,"63","Oberstrass","6",123,"123","Hirzenbach","12",32
2013,71,"71","Fluntern","7",11,"11","Rathaus","1",9
2013,71,"71","Fluntern","7",12,"12","Hochschulen","1",9
2013,71,"71","Fluntern","7",13,"13","Lindenhof","1",15
2013,71,"71","Fluntern","7",14,"14","City","1",2
2013,71,"71","Fluntern","7",21,"21","Wollishofen","2",19
2013,71,"71","Fluntern","7",23,"23","Leimbach","2",5
2013,71,"71","Fluntern","7",24,"24","Enge","2",15
2013,71,"71","Fluntern","7",31,"31","Alt-Wiedikon","3",28
2013,71,"71","Fluntern","7",33,"33","Friesenberg","3",6
2013,71,"71","Fluntern","7",34,"34","Sihlfeld","3",24
2013,71,"71","Fluntern","7",41,"41","Werd","4",11
2013,71,"71","Fluntern","7",42,"42","Langstrasse","4",24
2013,71,"71","Fluntern","7",44,"44","Hard","4",24
2013,71,"71","Fluntern","7",51,"51","Gewerbeschule","5",13
2013,71,"71","Fluntern","7",52,"52","Escher Wyss","5",30
2013,71,"71","Fluntern","7",61,"61","Unterstrass","6",44
2013,71,"71","Fluntern","7",63,"63","Oberstrass","6",53
2013,71,"71","Fluntern","7",71,"71","Fluntern","7",221
2013,71,"71","Fluntern","7",72,"72","Hottingen","7",49
2013,71,"71","Fluntern","7",73,"73","Hirslanden","7",27
2013,71,"71","Fluntern","7",74,"74","Witikon","7",19
2013,71,"71","Fluntern","7",81,"81","Seefeld","8",21
2013,71,"71","Fluntern","7",82,"82","Mühlebach","8",17
2013,71,"71","Fluntern","7",83,"83","Weinegg","8",16
2013,71,"71","Fluntern","7",91,"91","Albisrieden","9",7
2013,71,"71","Fluntern","7",92,"92","Altstetten","9",24
2013,71,"71","Fluntern","7",101,"101","Höngg","10",29
2013,71,"71","Fluntern","7",102,"102","Wipkingen","10",31
2013,71,"71","Fluntern","7",111,"111","Affoltern","11",15
2013,71,"71","Fluntern","7",115,"115","Oerlikon","12",44
2013,71,"71","Fluntern","7",119,"119","Seebach","12",18
2013,71,"71","Fluntern","7",121,"121","Saatlen","12",1
2013,71,"71","Fluntern","7",122,"122","Schwamendingen-Mitte","12",9
2013,71,"71","Fluntern","7",123,"123","Hirzenbach","12",10
2013,72,"72","Hottingen","7",11,"11","Rathaus","1",19
2013,72,"72","Hottingen","7",12,"12","Hochschulen","1",7
2013,72,"72","Hottingen","7",13,"13","Lindenhof","1",8
2013,72,"72","Hottingen","7",14,"14","City","1",4
2013,72,"72","Hottingen","7",21,"21","Wollishofen","2",39
2013,72,"72","Hottingen","7",23,"23","Leimbach","2",5
2013,72,"72","Hottingen","7",24,"24","Enge","2",24
2013,72,"72","Hottingen","7",31,"31","Alt-Wiedikon","3",27
2013,72,"72","Hottingen","7",33,"33","Friesenberg","3",9
2013,72,"72","Hottingen","7",34,"34","Sihlfeld","3",42
2013,72,"72","Hottingen","7",41,"41","Werd","4",12
2013,72,"72","Hottingen","7",42,"42","Langstrasse","4",35
2013,72,"72","Hottingen","7",44,"44","Hard","4",32
2013,72,"72","Hottingen","7",51,"51","Gewerbeschule","5",28
2013,72,"72","Hottingen","7",52,"52","Escher Wyss","5",35
2013,72,"72","Hottingen","7",61,"61","Unterstrass","6",61
2013,72,"72","Hottingen","7",63,"63","Oberstrass","6",58
2013,72,"72","Hottingen","7",71,"71","Fluntern","7",68
2013,72,"72","Hottingen","7",72,"72","Hottingen","7",316
2013,72,"72","Hottingen","7",73,"73","Hirslanden","7",77
2013,72,"72","Hottingen","7",74,"74","Witikon","7",35
2013,72,"72","Hottingen","7",81,"81","Seefeld","8",48
2013,72,"72","Hottingen","7",82,"82","Mühlebach","8",48
2013,72,"72","Hottingen","7",83,"83","Weinegg","8",40
2013,72,"72","Hottingen","7",91,"91","Albisrieden","9",21
2013,72,"72","Hottingen","7",92,"92","Altstetten","9",26
2013,72,"72","Hottingen","7",101,"101","Höngg","10",23
2013,72,"72","Hottingen","7",102,"102","Wipkingen","10",34
2013,72,"72","Hottingen","7",111,"111","Affoltern","11",10
2013,72,"72","Hottingen","7",115,"115","Oerlikon","12",34
2013,72,"72","Hottingen","7",119,"119","Seebach","12",24
2013,72,"72","Hottingen","7",121,"121","Saatlen","12",4
2013,72,"72","Hottingen","7",122,"122","Schwamendingen-Mitte","12",15
2013,72,"72","Hottingen","7",123,"123","Hirzenbach","12",7
2013,73,"73","Hirslanden","7",11,"11","Rathaus","1",9
2013,73,"73","Hirslanden","7",12,"12","Hochschulen","1",4
2013,73,"73","Hirslanden","7",13,"13","Lindenhof","1",3
2013,73,"73","Hirslanden","7",14,"14","City","1",2
2013,73,"73","Hirslanden","7",21,"21","Wollishofen","2",20
2013,73,"73","Hirslanden","7",23,"23","Leimbach","2",6
2013,73,"73","Hirslanden","7",24,"24","Enge","2",16
2013,73,"73","Hirslanden","7",31,"31","Alt-Wiedikon","3",26
2013,73,"73","Hirslanden","7",33,"33","Friesenberg","3",4
2013,73,"73","Hirslanden","7",34,"34","Sihlfeld","3",33
2013,73,"73","Hirslanden","7",41,"41","Werd","4",2
2013,73,"73","Hirslanden","7",42,"42","Langstrasse","4",17
2013,73,"73","Hirslanden","7",44,"44","Hard","4",7
2013,73,"73","Hirslanden","7",51,"51","Gewerbeschule","5",21
2013,73,"73","Hirslanden","7",52,"52","Escher Wyss","5",15
2013,73,"73","Hirslanden","7",61,"61","Unterstrass","6",25
2013,73,"73","Hirslanden","7",63,"63","Oberstrass","6",22
2013,73,"73","Hirslanden","7",71,"71","Fluntern","7",22
2013,73,"73","Hirslanden","7",72,"72","Hottingen","7",89
2013,73,"73","Hirslanden","7",73,"73","Hirslanden","7",115
2013,73,"73","Hirslanden","7",74,"74","Witikon","7",27
2013,73,"73","Hirslanden","7",81,"81","Seefeld","8",28
2013,73,"73","Hirslanden","7",82,"82","Mühlebach","8",27
2013,73,"73","Hirslanden","7",83,"83","Weinegg","8",31
2013,73,"73","Hirslanden","7",91,"91","Albisrieden","9",7
2013,73,"73","Hirslanden","7",92,"92","Altstetten","9",12
2013,73,"73","Hirslanden","7",101,"101","Höngg","10",26
2013,73,"73","Hirslanden","7",102,"102","Wipkingen","10",30
2013,73,"73","Hirslanden","7",111,"111","Affoltern","11",12
2013,73,"73","Hirslanden","7",115,"115","Oerlikon","12",12
2013,73,"73","Hirslanden","7",119,"119","Seebach","12",10
2013,73,"73","Hirslanden","7",121,"121","Saatlen","12",1
2013,73,"73","Hirslanden","7",122,"122","Schwamendingen-Mitte","12",12
2013,73,"73","Hirslanden","7",123,"123","Hirzenbach","12",5
2013,74,"74","Witikon","7",11,"11","Rathaus","1",9
2013,74,"74","Witikon","7",12,"12","Hochschulen","1",2
2013,74,"74","Witikon","7",13,"13","Lindenhof","1",4
2013,74,"74","Witikon","7",14,"14","City","1",2
2013,74,"74","Witikon","7",21,"21","Wollishofen","2",11
2013,74,"74","Witikon","7",23,"23","Leimbach","2",0
2013,74,"74","Witikon","7",24,"24","Enge","2",5
2013,74,"74","Witikon","7",31,"31","Alt-Wiedikon","3",15
2013,74,"74","Witikon","7",33,"33","Friesenberg","3",6
2013,74,"74","Witikon","7",34,"34","Sihlfeld","3",18
2013,74,"74","Witikon","7",41,"41","Werd","4",0
2013,74,"74","Witikon","7",42,"42","Langstrasse","4",9
2013,74,"74","Witikon","7",44,"44","Hard","4",10
2013,74,"74","Witikon","7",51,"51","Gewerbeschule","5",8
2013,74,"74","Witikon","7",52,"52","Escher Wyss","5",7
2013,74,"74","Witikon","7",61,"61","Unterstrass","6",21
2013,74,"74","Witikon","7",63,"63","Oberstrass","6",9
2013,74,"74","Witikon","7",71,"71","Fluntern","7",23
2013,74,"74","Witikon","7",72,"72","Hottingen","7",46
2013,74,"74","Witikon","7",73,"73","Hirslanden","7",28
2013,74,"74","Witikon","7",74,"74","Witikon","7",292
2013,74,"74","Witikon","7",81,"81","Seefeld","8",14
2013,74,"74","Witikon","7",82,"82","Mühlebach","8",13
2013,74,"74","Witikon","7",83,"83","Weinegg","8",26
2013,74,"74","Witikon","7",91,"91","Albisrieden","9",6
2013,74,"74","Witikon","7",92,"92","Altstetten","9",16
2013,74,"74","Witikon","7",101,"101","Höngg","10",17
2013,74,"74","Witikon","7",102,"102","Wipkingen","10",11
2013,74,"74","Witikon","7",111,"111","Affoltern","11",11
2013,74,"74","Witikon","7",115,"115","Oerlikon","12",18
2013,74,"74","Witikon","7",119,"119","Seebach","12",17
2013,74,"74","Witikon","7",121,"121","Saatlen","12",2
2013,74,"74","Witikon","7",122,"122","Schwamendingen-Mitte","12",18
2013,74,"74","Witikon","7",123,"123","Hirzenbach","12",13
2013,81,"81","Seefeld","8",11,"11","Rathaus","1",16
2013,81,"81","Seefeld","8",12,"12","Hochschulen","1",1
2013,81,"81","Seefeld","8",13,"13","Lindenhof","1",2
2013,81,"81","Seefeld","8",14,"14","City","1",1
2013,81,"81","Seefeld","8",21,"21","Wollishofen","2",28
2013,81,"81","Seefeld","8",23,"23","Leimbach","2",2
2013,81,"81","Seefeld","8",24,"24","Enge","2",37
2013,81,"81","Seefeld","8",31,"31","Alt-Wiedikon","3",34
2013,81,"81","Seefeld","8",33,"33","Friesenberg","3",2
2013,81,"81","Seefeld","8",34,"34","Sihlfeld","3",31
2013,81,"81","Seefeld","8",41,"41","Werd","4",4
2013,81,"81","Seefeld","8",42,"42","Langstrasse","4",22
2013,81,"81","Seefeld","8",44,"44","Hard","4",24
2013,81,"81","Seefeld","8",51,"51","Gewerbeschule","5",11
2013,81,"81","Seefeld","8",52,"52","Escher Wyss","5",17
2013,81,"81","Seefeld","8",61,"61","Unterstrass","6",40
2013,81,"81","Seefeld","8",63,"63","Oberstrass","6",18
2013,81,"81","Seefeld","8",71,"71","Fluntern","7",15
2013,81,"81","Seefeld","8",72,"72","Hottingen","7",54
2013,81,"81","Seefeld","8",73,"73","Hirslanden","7",27
2013,81,"81","Seefeld","8",74,"74","Witikon","7",29
2013,81,"81","Seefeld","8",81,"81","Seefeld","8",132
2013,81,"81","Seefeld","8",82,"82","Mühlebach","8",102
2013,81,"81","Seefeld","8",83,"83","Weinegg","8",38
2013,81,"81","Seefeld","8",91,"91","Albisrieden","9",12
2013,81,"81","Seefeld","8",92,"92","Altstetten","9",17
2013,81,"81","Seefeld","8",101,"101","Höngg","10",8
2013,81,"81","Seefeld","8",102,"102","Wipkingen","10",23
2013,81,"81","Seefeld","8",111,"111","Affoltern","11",2
2013,81,"81","Seefeld","8",115,"115","Oerlikon","12",13
2013,81,"81","Seefeld","8",119,"119","Seebach","12",16
2013,81,"81","Seefeld","8",121,"121","Saatlen","12",1
2013,81,"81","Seefeld","8",122,"122","Schwamendingen-Mitte","12",2
2013,81,"81","Seefeld","8",123,"123","Hirzenbach","12",5
2013,82,"82","Mühlebach","8",11,"11","Rathaus","1",7
2013,82,"82","Mühlebach","8",12,"12","Hochschulen","1",1
2013,82,"82","Mühlebach","8",13,"13","Lindenhof","1",4
2013,82,"82","Mühlebach","8",14,"14","City","1",4
2013,82,"82","Mühlebach","8",21,"21","Wollishofen","2",38
2013,82,"82","Mühlebach","8",23,"23","Leimbach","2",9
2013,82,"82","Mühlebach","8",24,"24","Enge","2",32
2013,82,"82","Mühlebach","8",31,"31","Alt-Wiedikon","3",27
2013,82,"82","Mühlebach","8",33,"33","Friesenberg","3",10
2013,82,"82","Mühlebach","8",34,"34","Sihlfeld","3",27
2013,82,"82","Mühlebach","8",41,"41","Werd","4",14
2013,82,"82","Mühlebach","8",42,"42","Langstrasse","4",27
2013,82,"82","Mühlebach","8",44,"44","Hard","4",15
2013,82,"82","Mühlebach","8",51,"51","Gewerbeschule","5",12
2013,82,"82","Mühlebach","8",52,"52","Escher Wyss","5",15
2013,82,"82","Mühlebach","8",61,"61","Unterstrass","6",33
2013,82,"82","Mühlebach","8",63,"63","Oberstrass","6",20
2013,82,"82","Mühlebach","8",71,"71","Fluntern","7",12
2013,82,"82","Mühlebach","8",72,"72","Hottingen","7",54
2013,82,"82","Mühlebach","8",73,"73","Hirslanden","7",60
2013,82,"82","Mühlebach","8",74,"74","Witikon","7",26
2013,82,"82","Mühlebach","8",81,"81","Seefeld","8",73
2013,82,"82","Mühlebach","8",82,"82","Mühlebach","8",100
2013,82,"82","Mühlebach","8",83,"83","Weinegg","8",32
2013,82,"82","Mühlebach","8",91,"91","Albisrieden","9",4
2013,82,"82","Mühlebach","8",92,"92","Altstetten","9",26
2013,82,"82","Mühlebach","8",101,"101","Höngg","10",13
2013,82,"82","Mühlebach","8",102,"102","Wipkingen","10",23
2013,82,"82","Mühlebach","8",111,"111","Affoltern","11",15
2013,82,"82","Mühlebach","8",115,"115","Oerlikon","12",12
2013,82,"82","Mühlebach","8",119,"119","Seebach","12",25
2013,82,"82","Mühlebach","8",121,"121","Saatlen","12",5
2013,82,"82","Mühlebach","8",122,"122","Schwamendingen-Mitte","12",13
2013,82,"82","Mühlebach","8",123,"123","Hirzenbach","12",7
2013,83,"83","Weinegg","8",11,"11","Rathaus","1",3
2013,83,"83","Weinegg","8",12,"12","Hochschulen","1",0
2013,83,"83","Weinegg","8",13,"13","Lindenhof","1",7
2013,83,"83","Weinegg","8",14,"14","City","1",2
2013,83,"83","Weinegg","8",21,"21","Wollishofen","2",9
2013,83,"83","Weinegg","8",23,"23","Leimbach","2",7
2013,83,"83","Weinegg","8",24,"24","Enge","2",5
2013,83,"83","Weinegg","8",31,"31","Alt-Wiedikon","3",23
2013,83,"83","Weinegg","8",33,"33","Friesenberg","3",3
2013,83,"83","Weinegg","8",34,"34","Sihlfeld","3",18
2013,83,"83","Weinegg","8",41,"41","Werd","4",0
2013,83,"83","Weinegg","8",42,"42","Langstrasse","4",10
2013,83,"83","Weinegg","8",44,"44","Hard","4",6
2013,83,"83","Weinegg","8",51,"51","Gewerbeschule","5",7
2013,83,"83","Weinegg","8",52,"52","Escher Wyss","5",4
2013,83,"83","Weinegg","8",61,"61","Unterstrass","6",26
2013,83,"83","Weinegg","8",63,"63","Oberstrass","6",14
2013,83,"83","Weinegg","8",71,"71","Fluntern","7",17
2013,83,"83","Weinegg","8",72,"72","Hottingen","7",38
2013,83,"83","Weinegg","8",73,"73","Hirslanden","7",28
2013,83,"83","Weinegg","8",74,"74","Witikon","7",32
2013,83,"83","Weinegg","8",81,"81","Seefeld","8",15
2013,83,"83","Weinegg","8",82,"82","Mühlebach","8",16
2013,83,"83","Weinegg","8",83,"83","Weinegg","8",86
2013,83,"83","Weinegg","8",91,"91","Albisrieden","9",4
2013,83,"83","Weinegg","8",92,"92","Altstetten","9",7
2013,83,"83","Weinegg","8",101,"101","Höngg","10",12
2013,83,"83","Weinegg","8",102,"102","Wipkingen","10",20
2013,83,"83","Weinegg","8",111,"111","Affoltern","11",11
2013,83,"83","Weinegg","8",115,"115","Oerlikon","12",10
2013,83,"83","Weinegg","8",119,"119","Seebach","12",15
2013,83,"83","Weinegg","8",121,"121","Saatlen","12",1
2013,83,"83","Weinegg","8",122,"122","Schwamendingen-Mitte","12",7
2013,83,"83","Weinegg","8",123,"123","Hirzenbach","12",7
2013,91,"91","Albisrieden","9",11,"11","Rathaus","1",2
2013,91,"91","Albisrieden","9",12,"12","Hochschulen","1",0
2013,91,"91","Albisrieden","9",13,"13","Lindenhof","1",7
2013,91,"91","Albisrieden","9",14,"14","City","1",2
2013,91,"91","Albisrieden","9",21,"21","Wollishofen","2",53
2013,91,"91","Albisrieden","9",23,"23","Leimbach","2",25
2013,91,"91","Albisrieden","9",24,"24","Enge","2",28
2013,91,"91","Albisrieden","9",31,"31","Alt-Wiedikon","3",57
2013,91,"91","Albisrieden","9",33,"33","Friesenberg","3",65
2013,91,"91","Albisrieden","9",34,"34","Sihlfeld","3",90
2013,91,"91","Albisrieden","9",41,"41","Werd","4",9
2013,91,"91","Albisrieden","9",42,"42","Langstrasse","4",44
2013,91,"91","Albisrieden","9",44,"44","Hard","4",47
2013,91,"91","Albisrieden","9",51,"51","Gewerbeschule","5",24
2013,91,"91","Albisrieden","9",52,"52","Escher Wyss","5",24
2013,91,"91","Albisrieden","9",61,"61","Unterstrass","6",41
2013,91,"91","Albisrieden","9",63,"63","Oberstrass","6",17
2013,91,"91","Albisrieden","9",71,"71","Fluntern","7",13
2013,91,"91","Albisrieden","9",72,"72","Hottingen","7",14
2013,91,"91","Albisrieden","9",73,"73","Hirslanden","7",11
2013,91,"91","Albisrieden","9",74,"74","Witikon","7",10
2013,91,"91","Albisrieden","9",81,"81","Seefeld","8",15
2013,91,"91","Albisrieden","9",82,"82","Mühlebach","8",11
2013,91,"91","Albisrieden","9",83,"83","Weinegg","8",19
2013,91,"91","Albisrieden","9",91,"91","Albisrieden","9",512
2013,91,"91","Albisrieden","9",92,"92","Altstetten","9",232
2013,91,"91","Albisrieden","9",101,"101","Höngg","10",58
2013,91,"91","Albisrieden","9",102,"102","Wipkingen","10",63
2013,91,"91","Albisrieden","9",111,"111","Affoltern","11",40
2013,91,"91","Albisrieden","9",115,"115","Oerlikon","12",46
2013,91,"91","Albisrieden","9",119,"119","Seebach","12",40
2013,91,"91","Albisrieden","9",121,"121","Saatlen","12",6
2013,91,"91","Albisrieden","9",122,"122","Schwamendingen-Mitte","12",26
2013,91,"91","Albisrieden","9",123,"123","Hirzenbach","12",31
2013,92,"92","Altstetten","9",11,"11","Rathaus","1",7
2013,92,"92","Altstetten","9",12,"12","Hochschulen","1",2
2013,92,"92","Altstetten","9",13,"13","Lindenhof","1",13
2013,92,"92","Altstetten","9",14,"14","City","1",3
2013,92,"92","Altstetten","9",21,"21","Wollishofen","2",105
2013,92,"92","Altstetten","9",23,"23","Leimbach","2",25
2013,92,"92","Altstetten","9",24,"24","Enge","2",40
2013,92,"92","Altstetten","9",31,"31","Alt-Wiedikon","3",85
2013,92,"92","Altstetten","9",33,"33","Friesenberg","3",73
2013,92,"92","Altstetten","9",34,"34","Sihlfeld","3",141
2013,92,"92","Altstetten","9",41,"41","Werd","4",32
2013,92,"92","Altstetten","9",42,"42","Langstrasse","4",109
2013,92,"92","Altstetten","9",44,"44","Hard","4",108
2013,92,"92","Altstetten","9",51,"51","Gewerbeschule","5",77
2013,92,"92","Altstetten","9",52,"52","Escher Wyss","5",42
2013,92,"92","Altstetten","9",61,"61","Unterstrass","6",76
2013,92,"92","Altstetten","9",63,"63","Oberstrass","6",31
2013,92,"92","Altstetten","9",71,"71","Fluntern","7",17
2013,92,"92","Altstetten","9",72,"72","Hottingen","7",32
2013,92,"92","Altstetten","9",73,"73","Hirslanden","7",20
2013,92,"92","Altstetten","9",74,"74","Witikon","7",53
2013,92,"92","Altstetten","9",81,"81","Seefeld","8",9
2013,92,"92","Altstetten","9",82,"82","Mühlebach","8",37
2013,92,"92","Altstetten","9",83,"83","Weinegg","8",31
2013,92,"92","Altstetten","9",91,"91","Albisrieden","9",287
2013,92,"92","Altstetten","9",92,"92","Altstetten","9",1231
2013,92,"92","Altstetten","9",101,"101","Höngg","10",139
2013,92,"92","Altstetten","9",102,"102","Wipkingen","10",99
2013,92,"92","Altstetten","9",111,"111","Affoltern","11",163
2013,92,"92","Altstetten","9",115,"115","Oerlikon","12",124
2013,92,"92","Altstetten","9",119,"119","Seebach","12",111
2013,92,"92","Altstetten","9",121,"121","Saatlen","12",40
2013,92,"92","Altstetten","9",122,"122","Schwamendingen-Mitte","12",66
2013,92,"92","Altstetten","9",123,"123","Hirzenbach","12",60
2013,101,"101","Höngg","10",11,"11","Rathaus","1",7
2013,101,"101","Höngg","10",12,"12","Hochschulen","1",6
2013,101,"101","Höngg","10",13,"13","Lindenhof","1",9
2013,101,"101","Höngg","10",14,"14","City","1",2
2013,101,"101","Höngg","10",21,"21","Wollishofen","2",36
2013,101,"101","Höngg","10",23,"23","Leimbach","2",13
2013,101,"101","Höngg","10",24,"24","Enge","2",25
2013,101,"101","Höngg","10",31,"31","Alt-Wiedikon","3",45
2013,101,"101","Höngg","10",33,"33","Friesenberg","3",32
2013,101,"101","Höngg","10",34,"34","Sihlfeld","3",59
2013,101,"101","Höngg","10",41,"41","Werd","4",19
2013,101,"101","Höngg","10",42,"42","Langstrasse","4",40
2013,101,"101","Höngg","10",44,"44","Hard","4",38
2013,101,"101","Höngg","10",51,"51","Gewerbeschule","5",39
2013,101,"101","Höngg","10",52,"52","Escher Wyss","5",21
2013,101,"101","Höngg","10",61,"61","Unterstrass","6",81
2013,101,"101","Höngg","10",63,"63","Oberstrass","6",27
2013,101,"101","Höngg","10",71,"71","Fluntern","7",15
2013,101,"101","Höngg","10",72,"72","Hottingen","7",14
2013,101,"101","Höngg","10",73,"73","Hirslanden","7",16
2013,101,"101","Höngg","10",74,"74","Witikon","7",20
2013,101,"101","Höngg","10",81,"81","Seefeld","8",8
2013,101,"101","Höngg","10",82,"82","Mühlebach","8",4
2013,101,"101","Höngg","10",83,"83","Weinegg","8",27
2013,101,"101","Höngg","10",91,"91","Albisrieden","9",50
2013,101,"101","Höngg","10",92,"92","Altstetten","9",98
2013,101,"101","Höngg","10",101,"101","Höngg","10",675
2013,101,"101","Höngg","10",102,"102","Wipkingen","10",129
2013,101,"101","Höngg","10",111,"111","Affoltern","11",111
2013,101,"101","Höngg","10",115,"115","Oerlikon","12",102
2013,101,"101","Höngg","10",119,"119","Seebach","12",62
2013,101,"101","Höngg","10",121,"121","Saatlen","12",8
2013,101,"101","Höngg","10",122,"122","Schwamendingen-Mitte","12",46
