"StichtagDatJahr","QuarBisherSort","QuarBisherCd","QuarBisherLang","KreisBisherCd","QuarSort","QuarCd","QuarLang","KreisCd","AnzUmzuWir"
2021,12,"12","Hochschulen","1",24,"24","Enge","2",4
2021,12,"12","Hochschulen","1",31,"31","Alt-Wiedikon","3",4
2021,12,"12","Hochschulen","1",33,"33","Friesenberg","3",0
2021,12,"12","Hochschulen","1",34,"34","Sihlfeld","3",8
2021,12,"12","Hochschulen","1",41,"41","Werd","4",3
2021,12,"12","Hochschulen","1",42,"42","Langstrasse","4",7
2021,12,"12","Hochschulen","1",44,"44","Hard","4",2
2021,12,"12","Hochschulen","1",51,"51","Gewerbeschule","5",11
2021,12,"12","Hochschulen","1",52,"52","Escher Wyss","5",3
2021,12,"12","Hochschulen","1",61,"61","Unterstrass","6",8
2021,12,"12","Hochschulen","1",63,"63","Oberstrass","6",8
2021,12,"12","Hochschulen","1",71,"71","Fluntern","7",5
2021,12,"12","Hochschulen","1",72,"72","Hottingen","7",11
2021,12,"12","Hochschulen","1",73,"73","Hirslanden","7",3
2021,12,"12","Hochschulen","1",74,"74","Witikon","7",6
2021,12,"12","Hochschulen","1",81,"81","Seefeld","8",1
2021,12,"12","Hochschulen","1",82,"82","Mühlebach","8",2
2021,12,"12","Hochschulen","1",83,"83","Weinegg","8",0
2021,12,"12","Hochschulen","1",91,"91","Albisrieden","9",5
2021,12,"12","Hochschulen","1",92,"92","Altstetten","9",7
